UP_list	DOWN_list
ST3GAL3	
ANXA11	
ZNF253	
MIF	
LOC100652768	
ZNF205	
CHD1L	
CRCP	
SLC12A7	
OR1Q1	
FZD2	
FOXP1	
GUSB	
SNORA70H	
TEAD4	
LRRC75A-AS1	
SLAMF1	
CNST	
PBRM1	
TRIM68	
PCCA	
AGFG1	
ANO6	
ARFGAP2	
RP11-36B6.2	
RF00554	
ARHGAP36	
RPAP3	
TMEM43	
TOMM5	
RP1-97J1.2	
KB-1047C11.2	
DVL2	
ADIPOR1	
HNRNPK	
CD59	
PTGS1	
WDR5B	
KDM2B	
UTY	
EHHADH	
CAPG	
AGTPBP1	
PRKCH	
RNVU1-15	
DCPS	
NUDT3	
ARL6IP4	
RAPGEF1	
SNRPA1	
STK19	
CRTC1	
TTC9C	
TARM1	
ULK4	
PCK2	
KLHDC1	
ETF1	
HOXA9	
NUP58	
TMEM254-AS1	
CAPN6	
SIGLEC14	
CATG00000035216.1	
TTLL3	
FAM200B	
ISY1	
UCHL5	
PSMB2	
CYLD	
CCND2	
PITHD1	
VOPP1	
ACOT13	
MAP4	
ZC3H8	
HIST3H2A	
NELFE	
ZNF532	
MT-CYB	
ZDHHC5	
DPCR1	
EEF2	
UBB	
TRNT1	
FBXO9	
HIF3A	
TLR2	
AHI1	
CD53	
RP11-874J12.2	
GGCT	
EGLN2	
NAGA	
PRDM2	
FDFT1	
RAB13	
PTGER4	
PDE4D	
CLTA	
BCL3	
CAPG	
DENND4C	
ARFGAP2	
MLLT10	
POLR1D	
PXK	
OR10G3	
ALPP	
LOXL3	
MFSD11	
AK055856	
MKRN1	
MUC4	
ASTN2	
THBS4	
ME3	
FBLN7	
KLF15	
NOP16	
pri-3-hsa-mir-3689c	
IRAK1	
DOCK9	
RPA2	
CASP6	
RP11-617D20.1	
IRF7	
SNORA36C	
EPB41L2	
FAM169A	
PHF20	
DAPK2	
hsa-mir-4428	
SF3B3	
ZNF83	
UPF3A	
C11orf71	
pri-5-hsa-mir-4650-2	
GPBP1	
PAPD4	
TMEM161B	
PIGX	
UTY	
RPS8	
PTPN5	
PPP3CA	
ZNF275	
HIST1H2BJ	
SERPINB6	
PRPS2	
HOXA11-AS1	
ADIPOR2	
PXK	
BRSK1	
KIAA1644	
FCAR	
CBX3	
MED30	
CFLAR	
CFLAR	
GSTM2	
PRR29	
pri-5-hsa-mir-455	
ERAP1	
SLC35A5	
LYG1	
KLK12	
SFT2D1	
RP11-349A22.5	
MEAF6	
DCLRE1B	
C3orf14	
CCDC77	
FAM225A	
MPIG6B	
OSER1	
BCL2L11	
RF01210	
ARHGAP12	
MBNL1	
ATXN7L3B	
HTATIP2	
UCKL1	
PARP3	
ARNTL	
APLP2	
WASF2	
TASP1	
DCUN1D4	
CATG00000026321.1	
TPST1	
APOL3	
MSLN	
TFAM	
CRYZ	
GTF2H1	
MPZL2	
ASAP1	
ATP1A2	
PLCE1	
SNHG1	
HNRNPUL1	
TMEM45B	
SMPD4	
FAM58A	
RP11-296A16.1	
ITGB4	
CATG00000038271.1	
ZNF844	
PRR5L	
RP11-349A22.5	
PLPP3	
RP11-44N21.1	
COA1	
CREBRF	
ISCU	
CEP68	
TRMT10B	
NFIL3	
CRIP2	
USP1	
SNRNP27	
C9orf85	
RDM1	
EFNA2	
PXK	
SLC25A39	
CALHM2	
AC004692.4	
ARL17B	
GAB1	
PTGER4	
pri-3-hsa-mir-4481	
TMEM106C	
MORN3	
NUDT5	
RP11-475O23.3	
GNB1	
SH3BGRL	
NFKB1	
HRH2	
RALGAPA1	
CENPW	
IFT88	
GSTM4	
WNT2B	
TXNL4A	
RF01210	
TP63	
GNPAT	
TAOK3	
DCAF11	
EML1	
MTR	
hsa-mir-4440	
C20orf196	
MSC	
EDC3	
PCNX1	
LOC91450	
44622	
RF00012	
CACNB1	
AKR7A2	
C11orf54	
THEMIS2	
CFLAR	
PSMC1	
TUBD1	
SLC7A8	
CARF	
EXT2	
ABCA3	
METRN	
COX8A	
TPPP	
PAK6	
PTAR1	
SYNCRIP	
SERPINB7	
KIF3A	
NOTUM	
RAP1GDS1	
EIF2AK1	
SDC3	
WASHC4	
GALNT3	
GRK6	
ALKBH4	
NSG1	
SCNN1B	
AE000661.50	
ANKRD36	
CCL3	
PPP1R21	
TBX3	
DOK4	
IFITM2	
PSMC3IP	
PDE8A	
C3orf56	
SPI1	
IQCJ-SCHIP1	
ABHD15	
ZNF559	
SH2D3C	
TRMT10C	
ZNF625	
ACSM3	
CRSP8P	
OSCP1	
RAB27A	
FAM24A	
BCL2L13	
RP11-654C22.2	
CEP68	
ULK3	
RGS10	
AGAP3	
pri-3-hsa-mir-4769	
CCNY	
RP11-460B17.3	
C6orf136	
CATG00000038597.1	
ZNF772	
MPC1	
PPP1R2	
OLR1	
CYFIP1	
CATG00000032685.1	
CYYR1	
REG3A	
CATG00000061795.1	
CHD2	
STAU1	
CRHR1	
MPIG6B	
TNRC6A	
GSN	
TMEM168	
RCAN3	
Z83851.1	
GGTLC1	
CXCR1	
ZNF778	
RP11-284N8.3	
RNU5F-1	
FGFR3	
pri-3-hsa-mir-27b	
SFRP4	
TMEM59	
RBFOX1	
TCN2	
MYO15B	
SET	
CALCOCO1	
ZNF493	
FAM50B	
RP11-566D24.2	
FBXO31	
AIFM2	
VPS13A	
LMAN2	
NPBWR1	
POSTN	
CCDC152	
BCL2L1	
FUS	
REST	
TMEM141	
C10orf128	
ARGLU1	
HMGXB3	
RYK	
SLC16A7	
GPR162	
MPP1	
CATG00000109169.1	
SRGAP2	
VASH2	
ASH1L	
C5orf24	
LZTS1	
RB1	
MDM2	
FMO4	
FBXL4	
PCK2	
BTBD7	
NQO1	
AHCY	
TIMM23B	
PPP2R5E	
YTHDF2	
CSF2RA	
RAB36	
PORCN	
WDR81	
MS4A7	
SLC35B1	
RSPH3	
PARP8	
EPSTI1	
HILPDA	
RBPMS	
RP4-635E18.9	
CDC7	
TM2D2	
PLOD2	
CHURC1	
RANGRF	
KCNIP2	
PEX10	
CD44	
KIAA1468	
MAP3K13	
CDC42EP2	
MACROD2	
NTM	
CMTM3	
CCDC25	
ZNF510	
ARID4A	
AC124997.1	
P4HA1	
AC090937.2	
FUBP3	
DHRS12	
RHOA	
RHOA	
ANTXR1	
CATG00000003457.1	
KPNA4	
FABP6	
IPO7	
KLRF1	
ASNS	
GYS1	
USP53	
RBFOX2	
MIF4GD	
RP11-1008C21.2	
YPEL5	
RRN3	
TMLHE	
PTOV1	
SF1	
PLAUR	
GRK6	
BRCC3	
TMBIM1	
KRTCAP2	
GTF2IP4	
ARL4D	
PDE4D	
CKLF	
RP11-80H18.3	
ARMC10	
PWWP2B	
METTL25	
SLC37A3	
RHBDD1	
MAP2K7	
TPBGL	
CASP7	
TCF4	
TMEM163	
SULT1A1	
ZFR	
C6orf120	
44810	
DYRK1A	
ATP23	
NR1H3	
ZNF419	
NDUFA11	
PSMD5	
UBC	
SOS1	
RF00493	
TMEM67	
SLC38A1	
PRKAB2	
IL31RA	
IER5L	
FN1	
COX4I1	
ABHD10	
IST1	
RF00012	
pri-3-hsa-mir-3167	
RP11-473M20.14	
C20orf166	
MAP3K13	
PCF11	
SEC14L1	
HNRNPA3	
CHST15	
CATG00000046838.1	
ELMOD3	
hsa-mir-3153	
REG3A	
IL32	
pri-3-hsa-mir-2276	
HOXB7	
GCLM	
CAMK2D	
CATG00000041437.1	
ZNF582	
TANC1	
STAP2	
CCDC14	
TRAPPC4	
SPAG16	
hsa-mir-548y	
AFF4	
RP11-252K7.1	
AC135983.2	
TSPAN3	
pri-3-hsa-mir-3682	
CATG00000020284.1	
CATG00000027020.1	
SEC31A	
SMPDL3B	
PEX16	
MRPS9	
RTN4	
RP11-322M19.1	
SNORA25B	
HEG1	
STAT2	
ZNF583	
S100A6	
Z83851.1	
GPBAR1	
AMIGO3	
NFE2L1	
ATXN3	
RCHY1	
SAMD11	
TMEM116	
ANAPC1	
ELOA2	
CFL1	
BCAS2	
RP11-267A15.1	
TRIM27	
RP11-343C2.12	
MTERF4	
RP11-606E8.2	
RPL27A	
TGIF1	
SIRT3	
CD74	
PHC1	
CLPB	
RASSF1	
RIT1	
SOX4	
UAP1	
RSRP1	
CYCS	
REST	
DDAH2	
TMEM116	
RP11-390G14.7	
OST4	
ARHGAP35	
CMC2	
CHEK2	
ZNF222	
SNORA70J	
hsa-mir-1296	
TMEM161B	
PRPF4	
FAM195B	
CCDC107	
ANKRD44	
TBC1D21	
HBE1	
NUDT18	
DNASE1L2	
B9D1	
GAREM1	
RP11-622O11.2	
MOBP	
CDC16	
COG8	
MED27	
44621	
SPOCK2	
ANP32E	
CHMP3	
SYT3	
MDH1B	
OBSL1	
TMEM254	
MBD1	
ITGAX	
XLOC_009911	
AMDHD2	
LDLRAD2	
REV1	
RNVU1-3	
RAD23A	
DHRS12	
S100A6	
RP11-96C23.13	
NCLN	
TEX33	
THOC7	
PIGO	
SFPQ	
LONRF3	
FAM66D	
TMEM56-RWDD3	
C1orf213	
FAM172A	
CATG00000094958.1	
RASAL1	
SNHG1	
BDH2	
POLR2H	
FAM96B	
DUSP11	
DDX55	
STEAP1B	
GMFG	
METTL1	
LEO1	
RPL7L1	
PML	
HLA-DRA	
SPIDR	
CACNA1D	
FOSB	
ZCWPW1	
NASP	
CATG00000097639.1	
LOC101928902	
CEP57L1	
MYL12B	
CATG00000112207.1	
ANAPC11	
SULT1A1	
RAB29	
RPL3	
ATXN3	
CTD-2515O10.6	
USP6	
NCOA6	
TNNT2	
RPL41	
HLA-C	
RNFT2	
DLX4	
CTCF	
RP11-492E3.1	
GM2A	
ATXN3	
SLC4A9	
DSTYK	
TAX1BP1	
RNF5	
ROS1	
VPS50	
NFAT5	
MCPH1	
SEC11A	
CHMP2B	
SP140	
CREM	
ETHE1	
ABHD12	
RAPGEF1	
RBM3	
VKORC1L1	
MED28	
ASCC2	
GFM2	
POGLUT1	
NDUFV3	
THUMPD3	
IRX2	
STAU2	
AMPD2	
FDFT1	
TRIM5	
KIAA1324L	
CUL3	
LEKR1	
PTPN2	
ZMYND11	
IGFBP3	
ADGRF1	
SAMD9L	
VOPP1	
IQCK	
SLC11A2	
RNF7	
AMZ1	
PRH1-PRR4	
ZCRB1	
HSDL2	
THOC1	
KCTD10	
SELL	
IRAK3	
MUC1	
RP4-668G5.1	
COPS5	
AP000688.1	
CAST	
VEPH1	
TOR1A	
IFNA13	
PLCB4	
TSC22D1	
SEC22C	
ITCH	
LRBA	
MTCH2	
RP1-23K20.2	
AGA	
SLC16A4	
PHIP	
NLRC4	
PLA2G2A	
HACD3	
GOSR2	
CUX1	
HOXD11	
HIBCH	
LINC00891	
KAT6A	
SLC50A1	
KLRC1	
PQBP1	
RP11-437B10.1	
ARIH2	
HSPA12B	
TRIP11	
ACCS	
ARSI	
RASGEF1B	
P2RY6	
MME	
ZCCHC17	
ZNF300	
PHC1	
UGT3A2	
C14orf179	
ANKRD53	
MPHOSPH9	
CTSB	
hsa-mir-1285-2	
LOXL1	
LMO3	
MRPL53	
CTC-228N24.3	
SFTPC	
ARL6	
BTN3A3	
RP11-390F4.10	
RAC1	
MAP4K1	
CEP57L1	
DTNB	
pri-3-hsa-mir-12115	
SLC5A11	
NT5C	
JPH4	
ITPRIP	
MFSD6L	
CTBP2	
LCORL	
C20orf24	
PPP4R1	
PQBP1	
SIL1	
NIPA2	
C11orf1	
OXLD1	
PLLP	
CDK7	
TARM1	
FERMT2	
SCN4B	
GOLGA8B	
RP11-597M17.1	
BLVRB	
LDHA	
MATR3	
PAX5	
PAX4	
CCDC56	
SLC30A7	
DVL3	
DNAJA3	
KCTD10	
PRAF2	
INSC	
FAM229A	
BET1	
FAM3A	
TAX1BP1	
DACT3	
DNAJB2	
PCNP	
RP11-611D20.2	
IL32	
CREB1	
RF00561	
RP11-617F23.1	
GSTK1	
TBCC	
TBC1D8	
RPS6KB2	
UIMC1	
TOP2B	
MALAT1	
USP39	
P2RY4	
MED6	
TXNDC12	
NDUFC2	
LYN	
ATM	
CASD1	
GRAMD3	
CYP1A1	
CATG00000032578.1	
CHAC1	
GALNT5	
BANK1	
SWI5	
BRE	
LINC00338	
MSL3	
POLR3K	
SYNJ2BP	
SRPRA	
ANK1	
SIRPA	
LRP3	
CSNK1G2-AS1	
DNMBP	
FAM13C	
KHDRBS1	
GORASP2	
OGFOD2	
ENSA	
CSTF3	
MRPL43	
STAT4	
CINP	
UCN3	
ACBD4	
VWA5A	
LINS1	
CCDC18	
GSTM2	
HEATR5B	
TNIP1	
USP37	
RNF38	
ZWILCH	
SLC9A5	
SLC25A32	
MPIG6B	
METTL25	
CEBPG	
TMEM97	
CASP10	
pri-5-hsa-mir-6857	
ACTR3B	
ZNF654	
YWHAB	
ZNF341	
hsa-mir-4472-1	
RP11-119D9.1	
CAHM	
GSTM3	
ANAPC11	
CAPS2	
CSAD	
ELMOD3	
EIF1AD	
PTPRO	
OR8G1	
SUMO1	
CTNND1	
SERPINB6	
MLKL	
TRNP1	
CADM1	
IFI27	
LGI3	
LTB4R2	
GMPS	
MAPKAP1	
AC011525.2	
TMCO3	
C1orf43	
SPTAN1	
ZBTB37	
TBC1D9	
PTPRC	
MAF1	
DCAF6	
CLDN5	
SLC25A26	
NMT1	
FAM204A	
GRHPR	
RASL12	
HPCAL1	
CUL2	
PARVA	
FAAP20	
GGT6	
PIWIL3	
PI4K2B	
NTRK3	
PDCD6IP	
PXMP4	
ZDHHC21	
SPATA6L	
TKFC	
MFN1	
NAB1	
GLIPR1	
ETV2	
CCL4	
HLA-DQB2	
RNF214	
UBR4	
ZBTB1	
COL21A1	
IRF5	
GAL3ST3	
JRK	
ARSG	
pri-3-hsa-mir-583	
LYSMD3	
TRAPPC6A	
FILIP1L	
MRPL37	
FLI1	
SCARF2	
pri-3-hsa-mir-1184-3	
TINF2	
TIA1	
DGUOK	
AKT2	
hsa-mir-4685	
PITRM1	
DESI2	
SRSF10	
FXN	
ZNF429	
pri-3-hsa-mir-6825	
ADAD1	
hsa-mir-8081	
C1QL4	
TAX1BP1	
ITGB2	
NUDT17	
POLR3E	
CD63	
STUB1	
ANKRD13D	
NOMO1	
MYL4	
LOC727896	
TMEM72	
FAM120B	
OVOL2	
DYNC2H1	
RCC2	
TMEM134	
ZNF276	
SERPINB1	
APAF1	
ENPP2	
IPO4	
CDKAL1	
CAPN15	
MTF2	
FBXO36	
pri-3-hsa-mir-320e	
RASGRP4	
WDR53	
FNIP1	
OAS1	
SVBP	
ZBED6CL	
PLA2G6	
CEP97	
GPR137B	
ANKRD16	
EHMT1	
ZNF667	
ZNF655	
GTF3C3	
KDM2A	
ANKRD6	
TTTY15	
WFDC3	
PDE7A	
THAP2	
MAT2B	
GCGR	
ATL3	
CTD-2024P10.1	
KRT83	
RF00393	
WDR7	
MED8	
EZR	
AIG1	
TMED7	
LYAR	
PTRH2	
HCRTR1	
TST	
ZNF525	
FCRL1	
CCL2	
ST3GAL1	
GLS	
CEBPZ	
MORF4L2	
HSCB	
LOC286437	
PTPRG	
AC009948.5	
ME3	
PDSS1	
MNAT1	
VAMP5	
C12orf66	
SRSF1	
IKBIP	
CPD	
SLC2A8	
MYL12B	
TYMP	
AASDH	
TMEM106B	
FAM47E	
SRL	
ZNF33A	
EIF2AK1	
TRIT1	
HECTD3	
DDB1	
SHTN1	
TRMT112	
C8orf34	
FES	
SFPQ	
SDHC	
ETHE1	
SYVN1	
MAST4	
MYO10	
COX14	
CATG00000107158.1	
PCNA	
ENDOD1	
HNMT	
FAM153A	
EWSR1	
MAP3K20	
TUBD1	
CTNNB1	
OR51G2	
ANKRD54	
CACNA1C	
HIST2H2BE	
BIRC6	
SH3KBP1	
NBR2	
PPP2R3B	
pri-3-hsa-mir-342	
RF01233	
TMED1	
pri-3-hsa-mir-6774	
LTBR	
AC104534.3	
LMBR1	
LY6G6D	
ZWILCH	
SSUH2	
CCL17	
RRAGB	
TMEM158	
PARP4	
IL16	
OCLN	
KLHL36	
SMIM15	
RP5-916L7.1	
THSD1	
DNAJC30	
DUSP23	
VWA8	
SPECC1	
INIP	
RBAK	
NPM1	
VPS54	
TAGAP	
EPS15L1	
RP11-77H9.1	
ZNF618	
ARMC9	
NPHP1	
FAM192A	
TWF2	
CTD-2530H12.4	
RP11-122L4.1	
TMEM130	
UBAP2	
ADGRG2	
WNK1	
PLEKHA8	
TYW5	
MEG8	
FCN1	
XPO6	
TAMM41	
PDDC1	
POLR1C	
GJA10	
STRA6	
hsa-mir-1260b	
KIAA1109	
ZBTB20	
CADM1	
ELN	
TRMT61B	
GLIDR	
LNX1	
CATG00000060361.1	
DOCK9	
ALAS1	
USP47	
BDNF	
PRRX1	
CC2D1B	
EZH1	
TMEM25	
ERP44	
RYK	
NOXO1	
DOCK4	
TMED8	
TIA1	
NEDD9	
WDR72	
MARS2	
GTF2IRD1	
RP11-501I19.3	
RRAD	
STRAP	
NDRG4	
MCM10	
POU2F2	
LCMT1	
VEGFA	
ZNF354B	
CARD19	
WDR61	
UTY	
MVK	
CREBBP	
ADGRG1	
MTUS1	
CDC25A	
POMT1	
S100PBP	
MID1	
SSR1	
TAF11	
RYR2	
AC138655.1	
RELA	
VPS41	
RP11-357C3.3	
CCDC107	
CNPY3	
ZNF569	
CREB1	
FAHD1	
HMGA2	
MTRNR2L11	
TAOK1	
FAM120C	
CYP4B1	
C2orf74	
SOX6	
NT5C3B	
MRPS26	
SLC25A28	
TK2	
USP18	
AC112229.7	
GPX7	
MAP3K8	
UROS	
TMSB4X	
GNG4	
SENP7	
TP53INP2	
MRPL11	
FDPS	
ZNF85	
TREM2	
VEZT	
NR1I2	
TRIM6	
HSP90AA1	
ANP32E	
CLNS1A	
EML2	
ABCD1	
UBAP2	
IDH3B	
MIB2	
RP4-651E10.4	
SLC25A17	
TMEM263	
ZMYND11	
NEAT1	
TTC31	
HERPUD1	
NUMBL	
PHKB	
TMCO1	
FAM46C	
ZNF79	
MPP7	
RP4-749H3.1	
TCEAL2	
RBBP5	
ICA1	
ATAD2B	
SF3A1	
ZNF573	
CCL13	
CHST15	
AXL	
TUBE1	
RF00136	
PDLIM4	
SETD7	
BTF3L4	
PRAM1	
FAM135A	
pri-3-hsa-mir-4438	
S100A13	
POP4	
DNAJB9	
MTF2	
MAGEA8	
BRINP1	
pri-3-hsa-mir-1252	
PREP	
ZNF410	
RNF135	
NPBWR2	
PHF19	
CHRNB3	
MFSD12	
SLMAP	
LARP7	
RP11-468E2.5	
LOC102723665	
OFD1	
PPP6R3	
pri-3-hsa-mir-6749	
PLEKHA8	
GPATCH8	
PLEKHB2	
TSN	
AKAP17A	
ELOB	
RP4-792G4.2	
RHOT1	
TM9SF3	
ENPP7	
TPRA1	
CATG00000087022.1	
SENP6	
ZNF718	
MXRA8	
IFITM3	
GHRL	
KIF2A	
TNFRSF10A	
SH2D4A	
NUTF2	
ATAD1	
NAPA	
SENP7	
ZNF248	
TCERG1	
CYFIP1	
CTB-131B5.4	
APBB2	
LST1	
UBE2K	
CAMKK2	
FAM205C	
ZNF324	
VPS39	
PTPN11	
CDC42EP3	
hsa-mir-645	
SLC39A13	
C9orf69	
VPS41	
RP11-666A8.13	
SH3D19	
FLI1	
FAM13C	
CLOCK	
PPP3CC	
SLC19A1	
PRMT1	
FN1	
SALL1	
MBNL1	
ATP5SL	
INVS	
ADGRL2	
S100A14	
IDH3B	
HLX	
OSMR	
SMUG1	
SNHG1	
PPP2R5E	
ZMYND11	
RP11-426C22.10	
NT5C1B-RDH14	
HLA-E	
GON4L	
RPL17-C18orf32	
pri-3-hsa-mir-4783	
C1S	
IVD	
ZDHHC13	
RP11-459F3.3	
IRX1	
CATG00000057263.1	
HMGB2	
PANK1	
DHODH	
RP4-769N13.6	
PUF60	
LDLRAD2	
EXOSC1	
PGM1	
CATG00000000695.1	
DCTN2	
RP4-614O4.5	
APOC2	
CCP110	
pri-3-hsa-mir-6759	
ANKRD44	
FGD5	
TXLNGY	
ZNF213	
APOC4-APOC2	
ITGAE	
PDE1C	
RIPOR2	
DDIT3	
RP11-13K12.2	
SNAP91	
44625	
NFXL1	
TMEM255A	
SNHG1	
SFTPC	
TEPP	
ASPSCR1	
ZBTB21	
ARHGAP12	
SNAP47	
H19	
THOC6	
NQO2	
KLHL20	
SLC1A3	
AC009505.4	
KLF4	
COL4A4	
CD37	
TRAF6	
ZCCHC10	
RP11-80H18.3	
LAMB1	
TMEM68	
HOOK2	
SREBF2	
PQLC3	
SEC31A	
TNIP1	
ERO1A	
ZNF768	
ARHGEF12	
AC005154.6	
GTF2H3	
RELL2	
ZC3H13	
RNF180	
ARL13B	
FCGR2B	
PSMD5-AS1	
ATXN7L3	
SPRR2G	
ARMC7	
TBXAS1	
DDX47	
FLCN	
pri-5-hsa-mir-6762	
DPP8	
MYOF	
GLE1	
TRG-AS1	
DEGS1	
LGALS12	
MARK2	
PHF21A	
CTC-228N24.3	
PLA2G2C	
STK24	
SLC35E2	
SNRK	
SMAD6	
SRP72	
ADAM15	
HM13	
CNN3	
LOC101929154	
MCM6	
FAM49B	
PQBP1	
GCDH	
RF01210	
TBC1D20	
ABCC4	
CNOT8	
NOP14	
FAM219B	
LTN1	
GTPBP3	
MGST1	
SCARA3	
STK25	
CMB9-55F22.2	
UAP1	
TMEM119	
STK32C	
ADAMTS2	
MBNL3	
C14orf28	
SFRP1	
S100A14	
NTF4	
TFPI	
PLEKHB2	
RAI14	
PTPRK	
RP1-20N18.10	
STAU2	
BC007896	
ARL2BP	
PIK3CA	
NAA35	
SYT15	
TMEM161B	
COPE	
CYP2D6	
CBX2	
FAM3C	
CSE1L	
CD164	
HSD11B2	
RAB9A	
ZNF484	
PARTICL	
ETV5	
TNFAIP6	
LTC4S	
MYLPF	
XRCC6	
LDHA	
YWHAQ	
TMEM189-UBE2V1	
LSM8	
FAM84B	
TBXA2R	
CATG00000027025.1	
ZNF414	
ZNF107	
FGGY	
KCMF1	
NHLRC1	
ANAPC16	
TPGS2	
SCML1	
ACTG1	
FAM198A	
AP006621.5	
PPP1R9A	
SMAD5	
PHOSPHO2	
DPH1	
APOPT1	
CNP	
ELP5	
SEC22B	
TMEM185A	
SGO2	
CREM	
CXCL8	
RAB3IP	
PNKD	
ELF4	
AKAP13	
DHRS4-AS1	
COG8	
COQ10B	
KRTAP4-6	
PDE4D	
LACTB2	
DCLK1	
ZXDC	
PDE4D	
CDC14B	
STAP1	
AFAP1	
RP11-58B17.1	
DRC7	
SH3D19	
TUG1	
CDC25B	
RP11-437B10.1	
KLHL2	
C2orf42	
AC011325.1	
FLRT3	
CCDC153	
ATP5I	
MGST1	
TNS2	
RPLP2	
ULK3	
DCAF7	
PHLPP1	
DDHD1	
HOMEZ	
RP11-680F8.1	
TOX4	
PODN	
TMC6	
JUP	
NME6	
TMEM231	
SLC35C2	
SGCG	
ANKFN1	
PEPD	
TMEM183A	
FGF13	
ATP11C	
OXNAD1	
PDIK1L	
WRNIP1	
CERS2	
KIAA0226L	
ZNF248	
ELOVL5	
OSBPL8	
ELANE	
HOXB2	
FAM13C	
HVCN1	
TSC2	
STT3A	
CHD7	
ASH1L	
PPP1R26	
CACNA1G	
NIF3L1	
IL1RN	
pri-3-hsa-mir-6869	
ARHGEF10	
UBL5	
ACBD5	
ZNF483	
EPB41	
DPY30	
PPP2R5E	
CABLES1	
ANXA1	
ZCCHC6	
UFD1L	
STT3B	
pri-3-hsa-mir-3135b	
SLC25A4	
FNIP2	
PTPRA	
SEH1L	
CLDN9	
CDCP1	
TMEM220-AS1	
EFR3A	
TAF7	
RP1-71L16.2	
MED15	
RSPO3	
DNAJC2	
CXCL10	
RBP4	
PPP1R3B	
RP11-15H20.8	
44622	
EPSTI1	
ICAM3	
RUNX1	
TBC1D7	
MKNK2	
UTY	
CD3D	
ANKRD27	
MGC4771	
CTNS	
IVD	
BBX	
ZNF532	
EIF3C	
ZCCHC17	
MRPL51	
TRIT1	
RC3H2	
VRK2	
CREG1	
SOD2	
FAM84A	
IFI44	
LACTB	
TMEM170A	
MAP7	
DIABLO	
MRPS11	
CNNM1	
KIFAP3	
SPPL2B	
pri-3-hsa-mir-3941	
GLIPR2	
SLC35E2	
MIRLET7BHG	
TOR2A	
DRAM2	
GORAB	
TMEM219	
ZNF226	
44812	
SPDEF	
TRIM41	
UTY	
CREB3L3	
DFFA	
MYSM1	
PFKFB4	
LARP4	
COLCA1	
SLC12A2	
pri-5-hsa-mir-6763	
NAA16	
STX8	
CHEK2	
ZNF396	
MTRR	
SLC6A9	
RAD52	
STEAP4	
PPA1	
FAM13C	
LRRC46	
NCOA7	
ZC3H12A	
CTBS	
CEP112	
WDR20	
TCF7	
C1orf54	
KIAA1324L	
MYOF	
FCGR2B	
REL	
RDH14	
RFXANK	
RMDN2	
FOXC1	
CAPS2	
RASSF8	
MPZL1	
KRT85	
RAP2C	
RAG2	
VDAC3	
MIB2	
PDGFRL	
ATF2	
RPS16	
MRPS10	
PARP6	
SLC9B2	
EHBP1	
TMEM8A	
SMIM2-AS1	
PPP1R12B	
THRA	
B3GALT4	
COL8A1	
DND1	
DTWD2	
KCNT2	
NEK1	
MITF	
ITGB3BP	
ZCCHC17	
ZNF274	
PREB	
RBP1	
PHB2	
DAB2	
TUBA4B	
TUSC3	
DLC1	
CATG00000010971.1	
RP11-814P23.1	
PTPMT1	
SNX2	
CAMK2D	
ZNF613	
YIPF1	
MEF2C	
HLA-DQA2	
PSORS1C1	
FOXP4	
FOXP2	
MBNL1	
DBNL	
MBIP	
RCAN3	
ESRP1	
GTF3A	
MTMR11	
C11orf73	
ASB9	
NSFL1C	
ADD3	
SPATA5L1	
pri-3-hsa-mir-6790	
RP11-889L3.3	
RPL30	
LST1	
ZDHHC8	
FUT8	
LHFPL3-AS2	
CNNM2	
EPHB4	
SMURF2	
TNIP1	
NRDC	
CHMP3	
PTBP2	
PIN1	
PCDHGC3	
APC	
BCL6	
RNF212	
AGTPBP1	
CNGB1	
SLC2A8	
CHD1	
ZNF525	
SAMSN1	
LOC100133091	
USP40	
MOSPD1	
PDCD2	
SDR42E2	
pri-3-hsa-mir-3188	
AGA	
BRI3BP	
SH2D1A	
pri-3-hsa-mir-6888	
FN3KRP	
RBM3	
ERMN	
IRF3	
HIST1H2AK	
USF2	
SLFNL1	
TRAPPC9	
EDNRB	
PGM2	
SFPQ	
SNHG7	
CHRNA10	
FAM135A	
UTY	
CXorf36	
SFTA3	
TANC1	
RBM41	
PFKM	
NUDT16	
TAF1A	
PARP8	
ITGB5	
MGAT4EP	
ATG4A	
FBXO4	
pri-3-hsa-mir-6746	
PLEKHB2	
PDCD4	
CH17-270A2.2	
RP11-536K7.3	
SMARCA2	
TOP3A	
RP11-190A12.7	
pri-3-hsa-mir-4726	
MPDU1	
SFTPA1	
DOK7	
PAPLN	
SWAP70	
OSBPL8	
PPP2R2B	
ING4	
MAGEF1	
HCFC1R1	
HLA-DQB1	
ZNF595	
INE1	
TRABD	
SH3YL1	
HNRNPK	
RALGPS2	
STAT6	
ANKHD1-EIF4EBP3	
BMP3	
SRSF10	
TIGD6	
B4GAT1	
COL6A2	
MSL1	
SYTL1	
LOC652276	
SUMF1	
PAIP1	
NFIL3	
RF01182	
PPP1R18	
ZC3H15	
RF00561	
CWF19L2	
CCDC125	
LEPR	
C5orf15	
TMEM98	
NFIA	
CATG00000083829.1	
MID1	
RP11-475N22.4	
LIMK2	
ZNF542P	
UBA52	
OPTC	
RALY	
PPP6C	
KLF6	
SEC22A	
CLIP1	
ERVW-1	
CHORDC1	
FAM83A	
CATG00000043521.1	
C19orf53	
ZSWIM4	
CHD1L	
SLC20A1	
KCNJ15	
UROS	
RP3-404F18.2	
SPTLC2	
RPL39L	
CIRBP-AS1	
TUT1	
